plot_id,sample_id,lon,lat,email,flagged,collection_time,analysis_duration,imagery_title,imagery_attributions,sample_geom,pl_site,pl_comp10_30,pl_area,pl_plotid,smpl_site,smpl_comp10_30,smpl_area,smpl_plotid,smpl_sampleid,Is this area forest?,"If area is partially forest, estimate percentage (10, 15, 20)",What is your confidence level in your answer?,Notes on why this area may have been a site of disagreement or is mislabeled?,Would this plot be a good candidate example for any of the following data issues?,Which of the following data issues describes it?,Indicate other issues
140860917,569114990,119.35003794566491,10.345161624658138,angelbonifacio22@gmail.com,false,2021-07-22 08:56,111.9 secs,Mapbox Satellite,,POINT(119.350037945665 10.3451616246581),PALAWAN,F10,60.3067,26,PALAWAN,F10,60.3067,26,1,Partially,80,High,,No,,
140860918,569114991,119.40681049719696,10.376162944089334,angelbonifacio22@gmail.com,false,2021-07-22 08:57,156.1 secs,Mapbox Satellite,,POINT(119.406810497197 10.3761629440893),PALAWAN,F10,47.764,27,PALAWAN,F10,47.764,27,1,Partially,75,High,,Yes,Edge issues,
140860919,569114992,119.55265998092264,10.673889632698382,angelbonifacio22@gmail.com,false,2021-07-22 08:57,115.3 secs,Mapbox Satellite,,POINT(119.552659980923 10.6738896326984),PALAWAN,F10,56.1226,28,PALAWAN,F10,56.1226,28,1,No,0,High,,No,,
140860920,569114993,119.49369035381902,10.78675117611396,angelbonifacio22@gmail.com,false,2021-07-22 08:58,118.1 secs,Mapbox Satellite,,POINT(119.493690353819 10.786751176114),PALAWAN,F10,110.3222,29,PALAWAN,F10,110.3222,29,1,Yes,75,High,,No,,
140860921,569114994,119.48835212044563,10.98254233984615,angelbonifacio22@gmail.com,false,2021-07-22 09:06,563.5 secs,Mapbox Satellite,,POINT(119.488352120446 10.9825423398461),PALAWAN,F10,103.2052,30,PALAWAN,F10,103.2052,30,1,No,0,High,,Yes,Edge issues,
140860922,569114995,117.65674821418862,8.798649846304903,angelbonifacio22@gmail.com,false,2021-07-22 09:06,116.6 secs,Mapbox Satellite,,POINT(117.656748214189 8.7986498463049),PALAWAN,F30,64.6864,31,PALAWAN,F30,64.6864,31,1,Yes,80,High,,Yes,Mis-classification,
140860923,569114996,117.65568845536524,8.8094910951154,angelbonifacio22@gmail.com,false,2021-07-22 09:07,116.4 secs,Mapbox Satellite,,POINT(117.655688455365 8.8094910951154),PALAWAN,F30,32.8789,32,PALAWAN,F30,32.8789,32,1,Yes,80,High,,Yes,Grain issues,
140860924,569114997,117.65901943268757,8.817469014015442,angelbonifacio22@gmail.com,false,2021-07-22 09:07,108.2 secs,Mapbox Satellite,,POINT(117.659019432688 8.81746901401544),PALAWAN,F30,38.779,33,PALAWAN,F30,38.779,33,1,Yes,90,High,,Yes,Edge issues,
140860925,569115001,119.03156056104439,10.179907606374751,angelbonifacio22@gmail.com,false,2021-07-22 09:09,113.3 secs,Mapbox Satellite,,POINT(119.031560561044 10.1799076063748),PALAWAN,F30,37.6432,37,PALAWAN,F30,37.6432,37,1,Yes,85,High,,No,,
140860926,569115002,119.53900578960761,10.429547510674908,angelbonifacio22@gmail.com,false,2021-07-22 09:10,117.0 secs,Mapbox Satellite,,POINT(119.539005789608 10.4295475106749),PALAWAN,F30,86.6808,38,PALAWAN,F30,86.6808,38,1,Yes,90,High,,No,,
140860927,569115003,119.5407662167385,10.444060629619123,angelbonifacio22@gmail.com,false,2021-07-22 09:10,148.2 secs,Mapbox Satellite,,POINT(119.540766216739 10.4440606296191),PALAWAN,F30,27.1718,39,PALAWAN,F30,27.1718,39,1,Yes,80,High,,No,,
